self_employed,income_annum,loan_amount,loan_term,cibil_score,assets,loan_status
Yes,747647,229551,15,735,1140418,Approved
No,997119,294429,15,774,1158447,Approved
No,954100,297704,15,735,1269823,Approved
No,964267,214665,10,694,1414628,Rejected
No,571689,249119,15,706,589430,Rejected
No,305429,225236,10,753,2067426,Rejected
No,1066445,212479,15,763,1548773,Approved
No,659937,184606,10,729,810316,Approved
Yes,799438,222821,15,733,1506782,Approved
No,929053,144990,15,754,1334204,Approved
Yes,844162,87068,10,765,1401048,Approved
No,745975,43012,10,687,1213856,Rejected
Yes,937249,158119,15,732,610582,Approved
No,781230,263899,15,733,1356022,Rejected
No,871621,276782,10,763,273150,Rejected
Yes,737751,295292,15,816,1650342,Rejected
No,935805,277684,15,715,546933,Rejected
Yes,1065108,143860,20,776,1571157,Approved
No,925111,179053,15,723,220940,Rejected
Yes,567397,325006,10,687,379163,Rejected
No,792527,190953,10,722,876827,Approved
No,819615,178416,15,724,444554,Approved
Yes,1127870,174794,15,685,726470,Rejected
No,550356,232573,10,783,357713,Rejected
No,768944,126423,15,632,197035,Rejected
No,558175,241505,15,754,805586,Rejected
Yes,810194,229451,20,720,834083,Approved
No,736700,153204,15,753,890972,Approved
No,450380,181562,15,759,910674,Rejected
No,666725,139540,10,733,629306,Approved
Yes,1167424,322310,10,721,-32805,Rejected
Yes,413466,258165,10,748,1228469,Rejected
No,632978,140173,15,705,975950,Approved
Yes,458620,348240,10,639,908348,Rejected
No,802088,107904,10,578,1572889,Rejected
No,1001513,122805,10,649,1377882,Rejected
No,908693,112770,10,775,1514833,Approved
No,594901,205578,15,645,393102,Rejected
No,712752,320488,15,673,740983,Rejected
Yes,523395,234857,10,636,319743,Rejected
Yes,352175,160959,10,775,1121073,Rejected
Yes,841386,230420,20,762,940255,Approved
Yes,621490,210514,10,693,1389422,Rejected
Yes,820422,250038,15,645,589676,Rejected
Yes,1009791,2397,15,677,650302,Rejected
Yes,663403,295044,15,802,1004895,Rejected
No,587746,122346,15,655,1085095,Rejected
Yes,852450,274501,10,666,1222532,Rejected
Yes,822532,95295,15,831,1645450,Approved
No,998776,298013,10,664,1213333,Rejected
Yes,749058,148909,10,593,1521417,Rejected
No,696327,208746,20,728,420391,Approved
Yes,879324,188694,10,719,827682,Approved
Yes,920330,260014,20,696,1107921,Rejected
Yes,835999,236110,20,818,1450064,Approved
Yes,1022937,207016,20,689,951495,Rejected
No,929484,172205,10,655,1075927,Rejected
Yes,612601,230968,10,810,110790,Rejected
No,1387267,214499,15,724,654211,Approved
No,852033,-13452,20,582,1091390,Rejected
No,957723,142029,20,682,1317003,Rejected
No,591629,266351,15,705,1048035,Rejected
Yes,703710,324828,15,708,784475,Rejected
No,859865,233336,15,747,684938,Approved
Yes,362564,159143,10,822,219723,Rejected
No,1190825,163966,10,730,916711,Approved
No,389982,261920,15,642,1388858,Rejected
No,704030,216113,10,721,1273197,Approved
Yes,650323,187691,10,741,815947,Approved
Yes,781254,200755,15,711,1462919,Approved
No,508767,190808,10,681,982846,Rejected
Yes,949816,185716,15,651,878845,Rejected
Yes,769342,141286,20,655,1625514,Rejected
Yes,-79687,235861,15,675,1457113,Rejected
No,432221,311936,10,689,761545,Rejected
Yes,661692,259958,10,699,937833,Rejected
Yes,821713,187821,10,727,1040621,Approved
Yes,856056,286610,20,747,1152112,Rejected
No,514790,201246,15,690,314486,Rejected
Yes,692196,453708,10,789,403850,Rejected
Yes,325855,214131,10,717,1007284,Rejected
Yes,781317,104679,20,659,418252,Rejected
No,967721,260732,10,617,1371686,Rejected
No,1039826,231726,10,679,289578,Rejected
Yes,1038042,230469,15,690,1638613,Rejected
No,929226,150194,10,761,1020368,Approved
No,466802,47900,20,636,913477,Rejected
No,985721,368840,15,675,1557814,Rejected
No,540751,151300,20,692,567982,Rejected
No,977099,118139,15,764,1028381,Approved
No,695895,209805,10,728,1376031,Approved
No,761142,242490,15,645,784179,Rejected
No,476959,238216,10,723,863971,Rejected
Yes,918470,270117,15,754,1347998,Approved
No,916799,157208,10,798,1289317,Approved
No,427799,345796,10,747,935658,Rejected
Yes,828360,83890,20,748,1834863,Approved
Yes,820687,143346,15,780,687532,Approved
No,840001,170631,20,708,1145528,Approved
Yes,822497,278251,10,711,639355,Rejected
No,803016,156882,10,784,1082686,Approved
Yes,943552,197324,15,663,848695,Rejected
No,595653,192323,20,700,610665,Approved
No,911462,366067,10,771,823121,Rejected
No,956597,191672,20,777,1021994,Approved
Yes,511504,254774,10,731,829924,Rejected
Yes,788686,138818,10,785,687976,Approved
No,247087,209950,10,749,715202,Rejected
No,620730,265017,15,787,1671613,Rejected
No,579598,140334,10,599,591886,Rejected
Yes,895548,218623,20,643,1001478,Rejected
No,491155,156931,15,706,350460,Approved
Yes,803043,234021,20,697,1356085,Rejected
No,1251698,266073,20,740,1219795,Approved
No,800283,182356,10,751,818013,Approved
Yes,718943,260886,10,657,1561012,Rejected
No,747714,288503,15,705,604483,Rejected
Yes,667959,17518,10,765,961918,Approved
No,940232,168936,15,658,559646,Rejected
Yes,666139,110997,15,586,1188767,Rejected
No,895067,143029,15,640,886425,Rejected
Yes,864422,305525,10,821,1206878,Rejected
No,970263,84843,10,679,1472352,Rejected
Yes,710887,292309,15,783,827121,Rejected
No,793670,262429,15,750,844499,Approved
No,632358,77361,15,654,999330,Rejected
No,770309,140505,10,735,469645,Approved
Yes,496110,229979,10,790,1142969,Rejected
No,738289,213975,15,734,585426,Approved
No,806545,303755,10,786,1325544,Rejected
Yes,771388,165040,10,775,718350,Approved
No,713706,252273,10,680,587794,Rejected
Yes,820238,167824,10,669,911295,Rejected
Yes,932432,192141,15,779,1042170,Approved
Yes,550020,214806,20,693,1257145,Rejected
No,834372,304794,15,651,1340974,Rejected
No,1189215,112869,10,725,487377,Approved
No,654356,133423,10,795,1105171,Approved
No,469666,142766,10,713,1009555,Approved
Yes,802113,247519,15,686,626068,Rejected
No,781211,245063,10,779,870731,Approved
No,833303,142103,15,673,1314055,Rejected
No,619202,264235,15,773,764371,Rejected
No,757055,193197,10,674,1232491,Rejected
No,1200818,422762,15,752,1031547,Rejected
No,380948,141071,15,790,875489,Rejected
No,813361,190388,20,666,1584070,Rejected
Yes,907085,75965,10,696,1063512,Rejected
No,608254,243129,20,798,930043,Rejected
No,170236,217612,15,665,1456438,Rejected
Yes,947842,160696,15,758,1336653,Approved
No,550221,299572,15,757,1901411,Rejected
No,782062,169615,10,680,531832,Rejected
Yes,951833,242801,15,754,661377,Approved
No,371078,153315,20,797,1065714,Rejected
Yes,589560,144210,10,736,1449364,Approved
No,532475,236101,10,630,1108474,Rejected
No,781560,113750,15,691,962059,Rejected
Yes,634740,100759,10,722,1629196,Approved
No,890860,224054,15,657,1371858,Rejected
No,853973,238286,15,716,993819,Approved
No,624521,146126,10,745,858682,Approved
Yes,929257,232380,15,609,957429,Rejected
Yes,895997,146886,10,763,1049838,Approved
No,277185,168421,10,695,587598,Rejected
No,567848,67787,10,721,1192758,Approved
Yes,671267,18836,10,710,386436,Approved
No,926748,364054,15,676,732218,Rejected
Yes,686454,209918,15,751,1049597,Approved
No,628918,245400,15,794,1220128,Rejected
No,609213,252366,10,779,1061668,Rejected
Yes,822004,252868,20,776,816042,Approved
No,559153,285929,10,614,831504,Rejected
No,664697,189628,15,694,810920,Rejected
No,882056,159672,15,770,1403794,Approved
Yes,820719,166681,15,773,1617987,Approved
No,737320,178139,10,744,785892,Approved
No,354287,217352,15,673,1608208,Rejected
No,1189049,244515,15,722,1962960,Approved
No,1133817,208083,10,707,486024,Approved
No,808078,235872,15,749,554402,Approved
No,1149807,117295,15,678,1291336,Rejected
No,1073656,301071,15,739,216677,Rejected
No,917691,252236,15,682,1750815,Rejected
No,773135,146543,15,768,736567,Approved
No,731801,186512,15,701,914083,Approved
Yes,649999,159316,10,738,1572333,Approved
No,559202,120533,10,690,1558047,Rejected
Yes,787011,113568,15,729,974965,Approved
No,343906,235647,15,751,366187,Rejected
No,703279,181603,10,684,745140,Rejected
Yes,450262,267922,15,607,768192,Rejected
No,637076,240015,10,682,1373705,Rejected
No,1091085,276046,15,687,917965,Rejected
No,514853,280944,15,718,1013195,Rejected
Yes,558068,222895,10,763,1782157,Rejected
No,600676,181395,20,732,674880,Approved
No,920832,190195,15,699,838109,Rejected
No,783551,221015,20,724,330140,Rejected
Yes,575471,225039,10,762,824523,Rejected
No,803541,229606,10,662,1027812,Rejected
Yes,836121,161715,10,772,756968,Approved
Yes,630659,184917,10,679,1019198,Rejected
No,696277,253150,10,648,1680119,Rejected
No,785943,200375,15,771,901509,Approved
Yes,601893,187374,20,709,1453363,Approved
Yes,656509,149826,10,692,449605,Rejected
Yes,383366,171949,10,733,1280432,Rejected
No,517288,149045,15,740,876486,Approved
No,783438,135237,15,697,1467802,Rejected
No,718749,118856,15,777,967321,Approved
No,798847,129710,10,660,982169,Rejected
Yes,1101272,242170,10,799,1021009,Approved
No,848941,223016,15,637,1351104,Rejected
No,1066963,214107,10,714,374407,Rejected
Yes,383564,260289,10,752,1445288,Rejected
No,786239,170987,10,713,784050,Approved
Yes,598774,244075,15,666,1011879,Rejected
Yes,971651,209601,15,761,951379,Approved
No,548377,287041,15,617,923212,Rejected
Yes,897751,295228,15,737,1047224,Approved
No,704719,167623,15,817,75674,Rejected
No,604857,148323,15,738,704985,Approved
No,524125,221303,15,765,618075,Rejected
No,937957,271358,15,777,1185292,Approved
Yes,757860,167876,10,753,1542354,Approved
No,1212516,148672,10,765,663690,Approved
Yes,1026748,257968,10,722,1463465,Approved
No,731023,260052,10,683,1024949,Rejected
No,985495,121872,10,772,1131998,Approved
No,702046,227591,10,690,548415,Rejected
Yes,1039107,170773,10,658,1255375,Rejected
No,834575,81587,15,641,565360,Rejected
No,482501,247670,15,617,1723302,Rejected
No,929324,416951,20,782,1132162,Rejected
No,423208,172519,15,734,963801,Rejected
No,903203,148840,10,733,855211,Approved
No,679124,140332,10,759,1530381,Approved
No,708479,290068,15,765,1225019,Rejected
Yes,650871,-18599,15,706,1172415,Approved
No,654408,203424,15,760,748165,Approved
No,599060,136977,10,673,1526707,Rejected
No,537227,301618,10,607,1226011,Rejected
Yes,890228,206873,15,638,801792,Rejected
No,713015,192345,15,777,1248568,Approved
No,547084,147628,10,779,353527,Approved
No,707809,303034,10,706,941572,Rejected
No,874145,286238,15,666,843916,Rejected
No,673407,156473,10,646,1270775,Rejected
No,1046402,188495,15,723,731973,Approved
No,894549,110322,15,741,890661,Approved
No,641153,148359,10,710,374799,Approved
No,855620,100579,15,815,1387572,Approved
No,677982,55326,20,668,1295946,Rejected
No,692740,186820,15,715,1370965,Approved
No,600773,136925,10,652,605381,Rejected
Yes,909908,158124,20,627,1054866,Rejected
No,559534,195432,15,721,803075,Rejected
Yes,598360,128355,20,785,1252731,Approved
No,731005,224293,10,709,1297703,Approved
No,1079347,127911,15,740,1907627,Approved
No,841492,114119,15,747,1019976,Approved
Yes,604903,237547,10,787,970755,Rejected
No,1061702,340018,15,770,717292,Approved
No,894179,331857,15,616,1168027,Rejected
Yes,743572,75552,10,700,1046896,Approved
No,855264,160359,20,638,1077961,Rejected
No,1157387,149445,10,791,1091079,Approved
Yes,538600,196888,10,691,911448,Rejected
Yes,802572,232697,20,762,1078011,Approved
No,540151,22885,15,759,1219634,Approved
No,795094,291085,15,739,1094303,Rejected
Yes,876755,221803,15,667,542276,Rejected
No,578090,220859,15,622,1196588,Rejected
No,695300,223116,10,725,1492280,Approved
No,696888,163856,20,688,553929,Rejected
No,618297,191508,15,691,1158934,Rejected
No,802710,195620,10,818,1452588,Approved
No,575696,218918,10,807,1247393,Rejected
No,423799,188238,20,650,696360,Rejected
No,666926,149587,20,718,955072,Approved
No,867385,301543,10,745,443208,Rejected
No,1213993,230700,10,754,1282955,Approved
No,724741,25189,20,695,372156,Rejected
No,670054,151875,10,731,960695,Approved
No,623926,204788,20,728,1438225,Approved
No,713428,276468,10,757,448353,Rejected
No,737489,107738,15,767,993909,Approved
No,1034515,110505,20,704,1019997,Approved
No,505152,186808,10,794,1311363,Rejected
No,575703,218249,20,650,1007256,Rejected
No,870189,275212,15,726,1151853,Approved
No,1070651,202403,10,803,1723929,Approved
No,379038,199517,20,714,1668383,Rejected
Yes,548280,271872,10,697,1235899,Rejected
Yes,683658,277325,15,793,779703,Rejected
No,706896,223717,15,715,694244,Approved
No,767129,207757,15,668,1161000,Rejected
No,624329,267715,10,780,1253371,Rejected
No,413282,223730,10,789,416522,Rejected
No,1034661,303776,15,686,1129798,Rejected
No,341930,329634,15,702,861990,Rejected
No,1014195,189913,20,756,1221345,Approved
No,1075789,190673,10,767,574382,Approved
No,1064347,109504,15,720,1341207,Approved
No,332912,169950,20,748,171509,Rejected
No,992395,182545,10,651,1021369,Rejected
No,985864,151873,15,761,621061,Approved
No,881227,225860,20,802,882768,Approved
Yes,776220,115684,15,728,711794,Approved
No,630851,227457,20,735,1728771,Rejected
No,753523,412444,20,731,1175623,Rejected
No,861121,62422,20,700,270561,Approved
No,1005956,159990,20,651,448059,Rejected
Yes,800791,112006,10,712,1621224,Approved
No,582600,305970,15,739,1257649,Rejected
Yes,975096,250004,15,735,1289160,Approved
No,641697,110682,15,621,483616,Rejected
Yes,810840,261623,10,740,1626799,Approved
No,415479,237045,15,761,1564629,Rejected
No,617314,237910,10,719,285331,Rejected
No,745884,380215,15,706,961775,Rejected
Yes,934159,160164,10,761,1310809,Approved
No,894105,103660,10,678,797150,Rejected
No,657099,199337,20,677,1088918,Rejected
No,895917,323981,10,759,1188005,Rejected
No,476911,127198,10,747,958373,Approved
Yes,834773,367044,10,687,355283,Rejected
No,508022,188070,10,678,521791,Rejected
No,866512,193314,15,685,418242,Rejected
No,659005,187470,10,653,1213108,Rejected
No,897693,225388,10,724,1415004,Approved
No,712506,133641,10,769,440487,Approved
No,244816,59885,20,698,661190,Rejected
Yes,879552,197783,20,751,1042896,Approved
Yes,815352,250770,20,703,1230608,Approved
Yes,1113117,217166,10,727,1525288,Approved
No,696421,234789,15,668,832890,Rejected
Yes,626649,169761,10,753,1398901,Approved
Yes,615932,284246,15,686,1393615,Rejected
No,905964,190428,20,770,1273581,Approved
Yes,930660,183465,10,856,1535470,Approved
Yes,691871,187280,10,690,1668123,Rejected
No,740651,349360,10,726,1056270,Rejected
No,633947,163785,10,715,818106,Approved
Yes,1178896,225087,10,707,1038608,Approved
No,851708,102150,15,791,1072016,Approved
Yes,864440,197227,15,720,1396216,Approved
Yes,747725,-15970,10,708,1388700,Approved
Yes,857262,208680,10,664,1187731,Rejected
No,1061216,126266,15,644,806426,Rejected
No,800065,192055,15,680,1252224,Rejected
No,711846,305911,10,656,660508,Rejected
No,588985,298118,20,729,1333849,Rejected
No,592321,-28049,10,733,765448,Approved
No,382878,114900,20,635,1183148,Rejected
No,1177329,184825,15,718,1404190,Approved
No,1212773,156628,10,672,689873,Rejected
No,850769,292182,10,716,1243996,Rejected
Yes,634938,175690,15,744,649317,Approved
Yes,486844,242192,10,701,1735631,Rejected
No,924563,157268,20,662,1334827,Rejected
No,1274207,181702,20,737,811880,Approved
No,745728,237460,10,790,1175963,Approved
Yes,674721,290887,15,663,1252091,Rejected
No,785622,153525,10,712,624205,Approved
No,1066497,110754,10,698,370969,Rejected
Yes,935271,277772,15,770,1183300,Approved
No,1096291,166931,10,702,1423055,Approved
Yes,740068,105017,20,777,1749000,Approved
No,537084,278330,15,760,1195229,Rejected
No,798080,334410,15,657,397888,Rejected
No,929282,263510,20,766,976607,Approved
Yes,659971,264312,10,734,1054520,Rejected
Yes,631997,202333,20,705,880828,Approved
Yes,1101632,84153,15,674,736283,Rejected
No,533331,370415,15,772,1325620,Rejected
No,716192,-3832,15,689,1143546,Rejected
Yes,1002789,116681,15,655,1219443,Rejected
Yes,974380,185974,10,690,175722,Rejected
No,429952,129394,15,697,1259465,Rejected
No,963160,288006,20,757,-4799,Rejected
No,825765,173996,10,730,477059,Approved
No,777460,332626,10,854,604180,Rejected
No,749879,19248,10,659,666654,Rejected
No,923985,156248,10,715,323762,Approved
Yes,788807,205580,15,685,1182989,Rejected
No,841437,190251,15,663,728734,Rejected
No,615714,175047,15,638,750686,Rejected
No,997018,125955,20,775,806237,Approved
No,520840,199277,15,725,1617188,Rejected
No,1103185,121165,20,718,466175,Approved
No,797046,238894,10,685,568796,Rejected
No,758393,273050,20,687,1671737,Rejected
No,749507,345718,15,768,1750045,Rejected
Yes,698959,234442,10,722,773446,Rejected
No,785094,179226,15,722,1174545,Approved
No,582956,129746,20,642,450565,Rejected
No,824846,267690,20,804,1106927,Approved
Yes,732140,314001,10,727,917211,Rejected
No,658292,237972,20,674,747784,Rejected
No,708779,235285,20,671,618900,Rejected
No,771602,244999,15,709,1237055,Approved
No,1080734,142767,10,717,773115,Approved
Yes,741491,147219,15,778,639175,Approved
Yes,623055,292414,15,654,993227,Rejected
Yes,595537,138126,10,754,554031,Approved
Yes,1114962,285845,10,703,1359975,Approved
Yes,552026,209084,20,738,1387339,Rejected
No,748904,155427,10,719,758291,Approved
No,385805,251157,15,734,1038285,Rejected
Yes,599009,140882,15,651,922317,Rejected
Yes,954504,204992,10,709,472480,Approved
No,731861,57172,15,711,1616139,Approved
No,673483,110609,15,718,974474,Approved
Yes,811034,191062,15,730,913802,Approved
No,683014,243543,10,719,1307755,Rejected
Yes,1080951,253828,10,674,1071170,Rejected
Yes,944289,154914,15,674,1468231,Rejected
No,1052705,67648,10,734,757478,Approved
No,686545,173551,20,813,350587,Approved
No,1267577,191164,15,729,1006209,Approved
No,603435,175710,15,720,688011,Approved
No,782783,186048,10,691,1503971,Rejected
Yes,804892,179416,10,732,745665,Approved
No,755931,280955,10,747,832323,Rejected
Yes,957541,125420,15,682,1110090,Rejected
No,761044,224407,15,721,646353,Approved
No,738357,298177,10,653,821218,Rejected
Yes,552273,169448,10,692,769951,Rejected
No,332367,121990,10,688,1515820,Rejected
