Scheme_Name,Interest_Rate,Loan_Term_Years,Min_Income,Max_Income,Min_CIBIL,Max_CIBIL,Min_Loan_Amount,Max_Loan_Amount,Bank_Name,Loan_Type
Kotak Delight Home Loans,9.612882996683727,28,74592.0,167576.0,724.0,858.0,1187099.0,3008068.0,Punjab National Bank,Home
SBI Regular Home Loan,8.497828389769369,20,67458.0,188652.0,841.0,882.0,1470956.0,4299707.0,State Bank of India,Home
ICICI Insta Home Loan,7.384310376380817,10,78046.0,126170.0,703.0,864.0,704396.0,3479692.0,Kotak Mahindra Bank,Home
SBI Regular Home Loan,9.503121340352088,10,36488.0,171908.0,807.0,873.0,2473057.0,4555967.0,State Bank of India,Home
Baroda Home Loan,10.972577722453742,26,78841.0,122369.0,781.0,879.0,2324797.0,3804248.0,Bank of Baroda,Home
Axis Asha Home Loan,10.53543238633349,7,20395.0,173098.0,709.0,885.0,1260073.0,3952968.0,HDFC Bank,Home
Axis Bank Home Loan,7.251130057319869,14,72669.0,144544.0,734.0,888.0,665910.0,3123738.0,State Bank of India,Home
Baroda Top Up Loan,7.364509176839517,5,30845.0,105900.0,798.0,855.0,2208070.0,3312071.0,Bank of Baroda,Home
Baroda Home Loan,9.014366413163184,18,56059.0,140733.0,803.0,864.0,684492.0,2698824.0,Punjab National Bank,Home
SBI FlexiPay Home Loan,8.476452470239716,8,38394.0,187236.0,722.0,887.0,791575.0,3444919.0,Kotak Mahindra Bank,Home
PNB Housing Finance Home Loan,8.161921615280239,16,65906.0,100589.0,764.0,888.0,751770.0,4105521.0,Kotak Mahindra Bank,Home
SBI Regular Home Loan,8.405022494543568,10,79332.0,160044.0,781.0,871.0,1748668.0,4373225.0,ICICI Bank,Home
Axis Asha Home Loan,11.017413716484423,15,57305.0,165311.0,716.0,852.0,1073853.0,3369815.0,ICICI Bank,Home
HDFC Home Loan,11.64614026815927,16,62628.0,157926.0,847.0,878.0,950209.0,3566476.0,Punjab National Bank,Home
ICICI Insta Home Loan,9.025513472637833,14,41352.0,170599.0,827.0,878.0,951251.0,4608394.0,Bank of Baroda,Home
Baroda Top Up Loan,11.530555010662486,22,71993.0,185553.0,730.0,880.0,2050950.0,3978983.0,State Bank of India,Home
PNB Pride Housing Loan,8.60747850623941,11,59386.0,183910.0,764.0,894.0,809456.0,4137794.0,State Bank of India,Home
Kotak Mahindra Home Loan,9.382184931718959,11,76624.0,188435.0,779.0,851.0,1659189.0,2911126.0,Punjab National Bank,Home
ICICI Home Loan,8.130144989079998,15,77065.0,149008.0,791.0,884.0,2373924.0,2855866.0,HDFC Bank,Home
PNB Pride Housing Loan,10.20238021087922,8,28539.0,166794.0,848.0,894.0,986026.0,4722424.0,ICICI Bank,Home
ICICI Home Loan,11.894905575874045,24,21263.0,179134.0,729.0,858.0,2224629.0,4218914.0,HDFC Bank,Home
Kotak Delight Home Loans,10.017465480216893,5,33305.0,102866.0,822.0,871.0,2242495.0,3467444.0,Bank of Baroda,Home
Baroda Home Loan,8.789070420567745,17,73817.0,152890.0,830.0,868.0,2417847.0,2883352.0,ICICI Bank,Home
SBI Regular Home Loan,10.239087229952641,22,44398.0,141504.0,769.0,899.0,1860778.0,4235967.0,HDFC Bank,Home
ICICI Insta Home Loan,7.614603392326938,13,95801.0,195668.0,728.0,886.0,2289066.0,3866449.0,Axis Bank,Home
Baroda Home Loan,11.443295401326992,28,69107.0,153374.0,702.0,859.0,2068400.0,2764692.0,Axis Bank,Home
PNB Pride Housing Loan,9.515419753899181,28,52152.0,129404.0,774.0,895.0,1239999.0,4080116.0,Axis Bank,Home
HDFC Home Loan,9.24674871019821,13,50624.0,165223.0,744.0,870.0,2477938.0,3989416.0,Punjab National Bank,Home
Kotak Delight Home Loans,9.929323942267596,27,76132.0,100637.0,768.0,866.0,2022330.0,4151249.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,10.123919313947013,13,72979.0,190152.0,810.0,852.0,2012223.0,3487648.0,ICICI Bank,Home
Kotak Mahindra Home Loan,7.358879031132565,14,78013.0,115828.0,783.0,856.0,2116188.0,2983843.0,State Bank of India,Home
HDFC Reach Home Loans,10.413086106117012,6,83797.0,153544.0,751.0,890.0,1467448.0,2883472.0,Punjab National Bank,Home
PNB Housing Finance Home Loan,8.209658401577649,10,71798.0,191732.0,815.0,886.0,1114975.0,3424249.0,HDFC Bank,Home
ICICI Home Loan,10.569763162532949,19,36650.0,145097.0,802.0,885.0,2017247.0,3324481.0,Axis Bank,Home
Axis Bank Home Loan,11.112673971920984,7,46014.0,132022.0,840.0,852.0,1723835.0,2668602.0,Punjab National Bank,Home
Kotak Mahindra Home Loan,11.019792537762601,15,96421.0,132202.0,779.0,862.0,980679.0,3284748.0,Bank of Baroda,Home
Baroda Home Loan,9.762504837039446,10,27434.0,128704.0,728.0,890.0,1052435.0,4475720.0,Axis Bank,Home
HDFC Reach Home Loans,9.600849461553755,7,50028.0,191411.0,801.0,879.0,1102202.0,2664806.0,Bank of Baroda,Home
ICICI Insta Home Loan,7.714379806697059,28,86558.0,123641.0,758.0,872.0,2043821.0,3210588.0,Bank of Baroda,Home
Axis Asha Home Loan,10.876730752015678,15,44331.0,137479.0,711.0,856.0,2457887.0,3415388.0,ICICI Bank,Home
Axis Bank Home Loan,8.357046902233572,19,87573.0,178771.0,709.0,879.0,980297.0,3213067.0,ICICI Bank,Home
PNB Pride Housing Loan,9.483477114089734,17,94292.0,122027.0,833.0,878.0,2331672.0,4489645.0,HDFC Bank,Home
PNB Housing Finance Home Loan,8.421370464637583,24,66326.0,198463.0,834.0,857.0,2051654.0,3723702.0,HDFC Bank,Home
HDFC Home Loan,7.669141814998466,14,24123.0,142912.0,730.0,859.0,1889313.0,4407359.0,Axis Bank,Home
Kotak Delight Home Loans,10.147788484458683,10,36603.0,192558.0,790.0,882.0,1943152.0,4704712.0,Bank of Baroda,Home
HDFC Reach Home Loans,7.271660174114519,19,85941.0,171474.0,702.0,869.0,1026336.0,3737295.0,Bank of Baroda,Home
Baroda Top Up Loan,10.743226170631,29,62597.0,142692.0,803.0,878.0,1980812.0,3606888.0,Kotak Mahindra Bank,Home
Baroda Home Loan,8.587933976305584,22,83238.0,198884.0,825.0,878.0,1592511.0,4920161.0,HDFC Bank,Home
ICICI Insta Home Loan,7.000673465022427,22,62719.0,132209.0,700.0,870.0,1177842.0,2620201.0,Bank of Baroda,Home
PNB Pride Housing Loan,9.555645696186149,11,61751.0,157563.0,834.0,850.0,2190748.0,4292364.0,Bank of Baroda,Home
PNB Pride Housing Loan,7.234259542638016,19,37693.0,156738.0,714.0,883.0,2426207.0,2695297.0,Axis Bank,Home
PNB Housing Finance Home Loan,8.380847789104497,22,57697.0,137242.0,788.0,893.0,1188333.0,4151676.0,State Bank of India,Home
Axis Bank Home Loan,10.534882437278581,22,49992.0,109941.0,821.0,881.0,1134270.0,3421004.0,Punjab National Bank,Home
Axis Asha Home Loan,7.31344810810933,24,83825.0,107073.0,815.0,894.0,1956977.0,4740770.0,Kotak Mahindra Bank,Home
Baroda Top Up Loan,11.196692461780012,13,29522.0,137827.0,735.0,863.0,2485779.0,4637678.0,HDFC Bank,Home
HDFC Reach Home Loans,7.019099613292916,28,65406.0,146225.0,766.0,886.0,1080173.0,4808802.0,ICICI Bank,Home
Kotak Mahindra Home Loan,8.23411934600951,6,32121.0,137096.0,832.0,884.0,1459086.0,4701526.0,State Bank of India,Home
ICICI Home Loan,10.704520280760358,12,34219.0,150546.0,724.0,873.0,1304493.0,3796606.0,Bank of Baroda,Home
Baroda Top Up Loan,8.581350748646534,24,21617.0,166457.0,710.0,898.0,2149879.0,2931369.0,Bank of Baroda,Home
HDFC Reach Home Loans,7.509461940330068,6,63016.0,168309.0,765.0,850.0,1133796.0,3548805.0,ICICI Bank,Home
HDFC Home Loan,8.80116959400214,15,70672.0,169998.0,759.0,895.0,1141988.0,2944854.0,Bank of Baroda,Home
SBI Regular Home Loan,8.351966431922628,11,44276.0,186496.0,837.0,855.0,2248533.0,3704373.0,ICICI Bank,Home
Kotak Delight Home Loans,11.213559510802774,10,92240.0,130268.0,749.0,898.0,1690540.0,3451181.0,ICICI Bank,Home
Axis Bank Home Loan,8.566739587925715,14,75735.0,185354.0,762.0,853.0,1834651.0,4778353.0,Punjab National Bank,Home
Axis Asha Home Loan,10.944662358880036,9,37959.0,142078.0,791.0,887.0,1648751.0,4024346.0,Punjab National Bank,Home
Baroda Top Up Loan,11.459360724053674,15,48522.0,101865.0,737.0,850.0,1311086.0,3946509.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,9.169087097882647,5,76087.0,196242.0,819.0,890.0,588478.0,2977326.0,Axis Bank,Home
ICICI Insta Home Loan,11.54971571927196,6,29953.0,128887.0,732.0,880.0,689892.0,4675923.0,HDFC Bank,Home
SBI FlexiPay Home Loan,8.886590269815965,28,46567.0,149876.0,774.0,885.0,1283508.0,3291621.0,Kotak Mahindra Bank,Home
ICICI Insta Home Loan,11.82039208245054,5,80523.0,196047.0,744.0,858.0,553886.0,3111147.0,Punjab National Bank,Home
SBI Regular Home Loan,7.446447622627865,23,82708.0,133479.0,828.0,890.0,882621.0,3781426.0,Axis Bank,Home
Axis Bank Home Loan,10.435096332516213,6,42560.0,140478.0,752.0,894.0,2407478.0,3145671.0,State Bank of India,Home
Axis Bank Home Loan,9.469070202284644,25,78390.0,126401.0,766.0,872.0,2037061.0,2991818.0,Bank of Baroda,Home
HDFC Reach Home Loans,8.938244027278236,24,88149.0,128502.0,842.0,880.0,2289084.0,4305965.0,Bank of Baroda,Home
SBI Regular Home Loan,10.163559393743004,27,56660.0,113394.0,804.0,878.0,993855.0,2986719.0,Axis Bank,Home
Axis Bank Home Loan,10.519285458171655,25,65104.0,198694.0,713.0,898.0,2039183.0,4994908.0,Axis Bank,Home
Baroda Top Up Loan,7.021816348251545,28,77805.0,109262.0,823.0,870.0,2435037.0,3192942.0,Punjab National Bank,Home
SBI Regular Home Loan,7.834765443735994,8,44496.0,104487.0,819.0,852.0,1537929.0,2579132.0,ICICI Bank,Home
PNB Pride Housing Loan,10.565230253171594,16,23515.0,127341.0,835.0,875.0,1754490.0,2727993.0,ICICI Bank,Home
Kotak Mahindra Home Loan,10.331927067891032,26,24454.0,113570.0,735.0,855.0,1783937.0,3629498.0,Kotak Mahindra Bank,Home
SBI FlexiPay Home Loan,11.830237525643387,24,42873.0,157268.0,827.0,869.0,2400332.0,3437410.0,Bank of Baroda,Home
Baroda Top Up Loan,10.805188951253914,22,93920.0,129605.0,833.0,896.0,2440528.0,3962594.0,HDFC Bank,Home
Baroda Home Loan,11.75386353865669,5,33727.0,171602.0,796.0,895.0,1499584.0,2564761.0,State Bank of India,Home
Baroda Top Up Loan,10.512702507674035,5,89070.0,126723.0,780.0,862.0,1613603.0,4594779.0,ICICI Bank,Home
HDFC Home Loan,8.490261043197215,28,69979.0,169108.0,772.0,890.0,1550001.0,2557276.0,Axis Bank,Home
Kotak Delight Home Loans,7.526824611254282,18,45465.0,178206.0,770.0,872.0,1681381.0,4963089.0,Kotak Mahindra Bank,Home
PNB Pride Housing Loan,10.909119316724677,8,73900.0,160098.0,745.0,864.0,1200735.0,4278509.0,Bank of Baroda,Home
Baroda Top Up Loan,10.22074610737958,9,79799.0,193375.0,844.0,895.0,1088699.0,3585570.0,Bank of Baroda,Home
HDFC Reach Home Loans,7.240930061966481,15,41330.0,148707.0,759.0,880.0,1297035.0,3667145.0,HDFC Bank,Home
Baroda Top Up Loan,8.800252329504891,28,28302.0,149028.0,759.0,853.0,1298584.0,3556268.0,ICICI Bank,Home
PNB Pride Housing Loan,11.78399907742143,27,98443.0,193937.0,704.0,860.0,2481881.0,3675304.0,Kotak Mahindra Bank,Home
Baroda Home Loan,9.502005728551007,17,92717.0,156921.0,834.0,851.0,818462.0,2928089.0,Kotak Mahindra Bank,Home
SBI FlexiPay Home Loan,9.163645680098522,20,32875.0,160760.0,844.0,865.0,2036765.0,2931160.0,Bank of Baroda,Home
Kotak Mahindra Home Loan,9.28849802579647,28,47219.0,110249.0,758.0,880.0,1434489.0,4499841.0,Kotak Mahindra Bank,Home
ICICI Home Loan,8.044413620025818,17,56182.0,167847.0,708.0,897.0,1772119.0,3778141.0,State Bank of India,Home
Kotak Delight Home Loans,8.843535854323976,28,62269.0,197547.0,849.0,888.0,1656627.0,3711326.0,ICICI Bank,Home
ICICI Home Loan,8.849066279935883,26,99781.0,143839.0,744.0,892.0,1307500.0,4034322.0,Bank of Baroda,Home
Baroda Top Up Loan,7.261775100937362,6,26457.0,139673.0,779.0,893.0,1299963.0,3643682.0,State Bank of India,Home
Axis Asha Home Loan,10.837838142589591,20,26749.0,103642.0,712.0,853.0,2447297.0,2948224.0,Bank of Baroda,Home
PNB Pride Housing Loan,9.082522159519396,10,53064.0,106338.0,782.0,897.0,1320720.0,3528278.0,ICICI Bank,Home
PNB Housing Finance Home Loan,11.110899434082118,18,29821.0,151761.0,711.0,877.0,600694.0,2586169.0,State Bank of India,Home
ICICI Home Loan,11.251740005599476,5,98655.0,109622.0,709.0,865.0,1770665.0,3302069.0,HDFC Bank,Home
PNB Housing Finance Home Loan,8.05997027349329,21,27664.0,148423.0,715.0,888.0,853906.0,3109619.0,Axis Bank,Home
SBI FlexiPay Home Loan,10.286767410850644,15,49281.0,142873.0,791.0,874.0,2008445.0,4429066.0,State Bank of India,Home
SBI FlexiPay Home Loan,9.361409020814909,23,51821.0,147565.0,718.0,862.0,2171061.0,2892623.0,Bank of Baroda,Home
Baroda Home Loan,11.400783689607426,7,44647.0,107806.0,803.0,854.0,1981860.0,3467261.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,8.07870339588227,15,89918.0,100757.0,833.0,879.0,2311956.0,2810323.0,State Bank of India,Home
Kotak Mahindra Home Loan,10.389066001550221,9,94944.0,192246.0,831.0,850.0,2216395.0,4558150.0,Bank of Baroda,Home
SBI FlexiPay Home Loan,10.038760611263612,21,47603.0,121470.0,802.0,854.0,2290577.0,2902472.0,Kotak Mahindra Bank,Home
HDFC Home Loan,8.476507387859163,26,66458.0,106220.0,794.0,863.0,604445.0,3603523.0,ICICI Bank,Home
SBI FlexiPay Home Loan,7.6830045182558635,11,90605.0,191851.0,726.0,860.0,2026792.0,4198198.0,ICICI Bank,Home
Baroda Home Loan,10.258198802386383,14,39623.0,154754.0,736.0,883.0,925770.0,4806185.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,10.692987290661653,15,64440.0,193329.0,836.0,878.0,1654819.0,4349684.0,Axis Bank,Home
Axis Asha Home Loan,8.57813671881675,7,27704.0,179852.0,760.0,867.0,2143177.0,3470463.0,HDFC Bank,Home
ICICI Insta Home Loan,10.224163020111568,24,47460.0,122505.0,734.0,864.0,2332256.0,3794149.0,State Bank of India,Home
SBI FlexiPay Home Loan,8.975654538057515,14,93511.0,128288.0,805.0,895.0,1277313.0,3613334.0,HDFC Bank,Home
Axis Asha Home Loan,10.566034416413089,14,26565.0,174492.0,746.0,874.0,1756616.0,4012120.0,ICICI Bank,Home
HDFC Home Loan,7.996076374470266,18,24870.0,119109.0,848.0,879.0,2480351.0,2807672.0,Punjab National Bank,Home
PNB Housing Finance Home Loan,11.451075013180873,16,38909.0,103497.0,844.0,894.0,1938006.0,4736492.0,ICICI Bank,Home
HDFC Home Loan,8.437047982327899,19,29117.0,157326.0,754.0,851.0,2338809.0,3436197.0,Kotak Mahindra Bank,Home
Baroda Home Loan,8.838929938780765,14,87474.0,109864.0,787.0,889.0,1883313.0,2606212.0,Punjab National Bank,Home
Kotak Delight Home Loans,7.290459760401749,14,64322.0,197046.0,794.0,876.0,1968303.0,2656673.0,Bank of Baroda,Home
Kotak Delight Home Loans,7.557561061606382,23,40128.0,193517.0,705.0,898.0,1752694.0,3509680.0,Bank of Baroda,Home
ICICI Insta Home Loan,9.57930951356164,5,89001.0,187562.0,820.0,864.0,2408643.0,2701047.0,Bank of Baroda,Home
ICICI Insta Home Loan,8.337963383639858,28,20440.0,174310.0,749.0,881.0,1629305.0,4121003.0,Punjab National Bank,Home
SBI Regular Home Loan,11.177401128710972,14,80955.0,121017.0,712.0,869.0,817377.0,3168587.0,Bank of Baroda,Home
SBI FlexiPay Home Loan,7.073466943274769,6,69613.0,101821.0,724.0,863.0,1830731.0,2726125.0,Punjab National Bank,Home
SBI Regular Home Loan,8.89547024335968,21,90949.0,150337.0,822.0,876.0,1742611.0,3643814.0,Kotak Mahindra Bank,Home
SBI FlexiPay Home Loan,8.686727733845464,28,31663.0,145485.0,828.0,852.0,811044.0,2824569.0,HDFC Bank,Home
HDFC Reach Home Loans,7.096638154588005,11,39547.0,183557.0,748.0,898.0,1438268.0,4035903.0,Punjab National Bank,Home
Axis Asha Home Loan,7.621841995002551,11,20005.0,156388.0,821.0,852.0,2068381.0,3396156.0,Bank of Baroda,Home
Kotak Delight Home Loans,9.068213374593176,24,27038.0,110372.0,734.0,862.0,1275427.0,3500269.0,HDFC Bank,Home
ICICI Home Loan,9.464322922237233,13,26414.0,193938.0,782.0,874.0,1207054.0,4019568.0,State Bank of India,Home
Kotak Mahindra Home Loan,9.021448736274346,26,89506.0,171333.0,752.0,867.0,580085.0,4659600.0,State Bank of India,Home
ICICI Insta Home Loan,9.65468839206047,6,96586.0,116283.0,775.0,850.0,900176.0,4795092.0,Axis Bank,Home
Kotak Delight Home Loans,9.975658374528408,18,22606.0,140857.0,803.0,888.0,516583.0,3856012.0,HDFC Bank,Home
SBI FlexiPay Home Loan,7.049619105639178,21,36482.0,151772.0,746.0,854.0,2203147.0,3030588.0,ICICI Bank,Home
PNB Housing Finance Home Loan,9.32047579726752,5,91873.0,159670.0,742.0,851.0,2407540.0,4811418.0,ICICI Bank,Home
SBI FlexiPay Home Loan,11.81749620443794,13,53948.0,173133.0,847.0,879.0,715175.0,4112798.0,ICICI Bank,Home
SBI Regular Home Loan,9.595161400647743,24,40875.0,195856.0,792.0,866.0,1824921.0,2656892.0,HDFC Bank,Home
Baroda Home Loan,10.387711337294766,25,33057.0,131261.0,843.0,878.0,701651.0,2828017.0,HDFC Bank,Home
PNB Housing Finance Home Loan,8.559319289584415,23,52400.0,157154.0,777.0,891.0,2395027.0,4515568.0,HDFC Bank,Home
Axis Bank Home Loan,10.869956890763813,8,91458.0,106107.0,706.0,853.0,2355428.0,4479525.0,Axis Bank,Home
HDFC Reach Home Loans,10.864607409380575,12,88607.0,191296.0,769.0,858.0,2061492.0,4074731.0,Bank of Baroda,Home
HDFC Home Loan,9.606480238270695,17,47503.0,135561.0,848.0,870.0,2113466.0,3642693.0,Punjab National Bank,Home
SBI FlexiPay Home Loan,11.880069116396069,8,43765.0,176674.0,735.0,892.0,1994437.0,4554914.0,HDFC Bank,Home
PNB Pride Housing Loan,7.627751073813267,13,66612.0,135268.0,803.0,861.0,2257060.0,4732866.0,Kotak Mahindra Bank,Home
Baroda Home Loan,7.084738324447905,13,29428.0,131608.0,753.0,861.0,1648732.0,3650766.0,ICICI Bank,Home
SBI FlexiPay Home Loan,10.850791058785479,26,51419.0,113138.0,846.0,899.0,1859751.0,3219452.0,Axis Bank,Home
SBI Regular Home Loan,11.035777686824414,22,85195.0,137693.0,724.0,853.0,1299061.0,3039010.0,ICICI Bank,Home
HDFC Reach Home Loans,7.601036145602881,16,93695.0,183000.0,766.0,877.0,1543985.0,4744410.0,Punjab National Bank,Home
PNB Housing Finance Home Loan,8.32791416479303,14,59142.0,121248.0,808.0,858.0,950947.0,3918723.0,Bank of Baroda,Home
Baroda Top Up Loan,7.087761816833145,15,91540.0,118632.0,747.0,889.0,1577251.0,4463509.0,HDFC Bank,Home
ICICI Home Loan,8.466543053902823,11,58289.0,147547.0,790.0,881.0,889796.0,4693383.0,HDFC Bank,Home
PNB Housing Finance Home Loan,10.865709369593358,13,96948.0,112100.0,701.0,862.0,1157022.0,3419105.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,9.589802638562894,10,78951.0,147930.0,833.0,883.0,842414.0,3396408.0,ICICI Bank,Home
SBI Regular Home Loan,8.74047796584144,23,31755.0,166861.0,826.0,868.0,2080453.0,3418803.0,Axis Bank,Home
SBI FlexiPay Home Loan,8.858696474531651,20,23890.0,176905.0,745.0,863.0,2443962.0,2558054.0,State Bank of India,Home
PNB Housing Finance Home Loan,7.006768128577341,19,37175.0,153025.0,805.0,854.0,942580.0,4954980.0,Axis Bank,Home
Baroda Home Loan,8.49900263782618,11,94727.0,175876.0,739.0,876.0,1553231.0,2684391.0,HDFC Bank,Home
PNB Housing Finance Home Loan,10.232293708189653,20,85687.0,178944.0,757.0,877.0,1360717.0,3695674.0,HDFC Bank,Home
HDFC Reach Home Loans,11.870972219081786,9,44288.0,150840.0,777.0,875.0,641869.0,3383065.0,HDFC Bank,Home
Kotak Delight Home Loans,11.235304134919497,20,66629.0,119369.0,732.0,859.0,2059599.0,3435934.0,Axis Bank,Home
PNB Housing Finance Home Loan,7.117974823227645,5,67800.0,118460.0,761.0,873.0,728538.0,4513865.0,HDFC Bank,Home
Baroda Top Up Loan,11.492803023374197,23,57367.0,191641.0,711.0,866.0,2079509.0,4487938.0,Axis Bank,Home
Baroda Home Loan,10.91599206649313,9,97810.0,196920.0,825.0,865.0,879523.0,3894838.0,Kotak Mahindra Bank,Home
Baroda Home Loan,10.901880617854902,11,97754.0,101461.0,748.0,866.0,1858354.0,3707818.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,9.289978795017857,23,88513.0,142362.0,787.0,850.0,1701080.0,4182834.0,Axis Bank,Home
SBI FlexiPay Home Loan,8.990026464772514,26,49022.0,198376.0,777.0,870.0,1465394.0,3012719.0,State Bank of India,Home
Axis Bank Home Loan,8.514578644165963,9,89329.0,128610.0,704.0,896.0,975610.0,2989355.0,Punjab National Bank,Home
Baroda Home Loan,7.328474294771829,21,79414.0,120995.0,768.0,898.0,966985.0,4057674.0,HDFC Bank,Home
HDFC Reach Home Loans,8.141176817468496,26,21659.0,184716.0,810.0,892.0,2247547.0,3849529.0,ICICI Bank,Home
HDFC Reach Home Loans,8.233018174890123,12,77941.0,107717.0,759.0,871.0,1515044.0,4415076.0,ICICI Bank,Home
ICICI Insta Home Loan,9.420385348551008,5,57930.0,178867.0,745.0,854.0,2492751.0,3064116.0,ICICI Bank,Home
Axis Asha Home Loan,10.73722203298347,6,63473.0,179472.0,712.0,885.0,2109624.0,3593905.0,Axis Bank,Home
Baroda Home Loan,9.369049141989734,19,75598.0,164022.0,807.0,870.0,1249337.0,3742854.0,Axis Bank,Home
Kotak Mahindra Home Loan,7.289222247235803,24,36040.0,153668.0,811.0,858.0,1052521.0,2655780.0,Bank of Baroda,Home
Axis Asha Home Loan,11.78894900494102,22,89806.0,151645.0,799.0,876.0,930807.0,4023975.0,ICICI Bank,Home
Kotak Mahindra Home Loan,11.713621595470562,15,33286.0,129550.0,845.0,897.0,2305757.0,3536654.0,State Bank of India,Home
ICICI Insta Home Loan,10.925947715742042,29,89139.0,186151.0,812.0,861.0,698876.0,2998488.0,ICICI Bank,Home
ICICI Insta Home Loan,11.956639507821102,14,75916.0,103576.0,796.0,867.0,1509260.0,4398764.0,Bank of Baroda,Home
HDFC Home Loan,9.722411664001314,28,37600.0,140868.0,750.0,884.0,1269670.0,2603250.0,HDFC Bank,Home
ICICI Home Loan,11.81384175126603,28,22291.0,198039.0,817.0,864.0,1860811.0,4160609.0,Axis Bank,Home
PNB Pride Housing Loan,7.378025203083753,8,33123.0,146380.0,735.0,899.0,635510.0,3317220.0,State Bank of India,Home
Kotak Delight Home Loans,8.828403741306857,9,23811.0,105728.0,780.0,893.0,1265165.0,4040453.0,ICICI Bank,Home
Baroda Home Loan,8.126906340033829,8,98883.0,132800.0,802.0,879.0,1915322.0,2579535.0,State Bank of India,Home
HDFC Reach Home Loans,7.97916542067135,17,51276.0,110886.0,733.0,894.0,847049.0,2698866.0,ICICI Bank,Home
PNB Pride Housing Loan,7.704014744463381,29,74145.0,179614.0,839.0,882.0,676968.0,3787054.0,Axis Bank,Home
ICICI Home Loan,10.112068207829983,17,66619.0,169909.0,832.0,885.0,854283.0,3371790.0,Kotak Mahindra Bank,Home
